neighbourhood,year,month,count
West Point Grey,2008,4,35
West Point Grey,2008,5,21
West Point Grey,2008,6,25
West Point Grey,2008,7,40
West Point Grey,2008,8,21
West Point Grey,2008,9,15
West Point Grey,2008,10,34
West Point Grey,2008,11,27
West Point Grey,2008,12,14
West Point Grey,2009,1,36
West Point Grey,2009,2,38
West Point Grey,2009,3,16
West Point Grey,2009,4,22
West Point Grey,2009,5,28
West Point Grey,2009,6,43
West Point Grey,2009,7,31
West Point Grey,2009,8,38
West Point Grey,2009,9,22
West Point Grey,2009,10,28
West Point Grey,2009,11,36
West Point Grey,2009,12,26
West Point Grey,2010,1,31
West Point Grey,2010,2,18
West Point Grey,2010,3,11
West Point Grey,2010,4,21
West Point Grey,2010,5,21
West Point Grey,2010,6,46
West Point Grey,2010,7,37
West Point Grey,2010,8,37
West Point Grey,2010,9,29
West Point Grey,2010,10,27
West Point Grey,2010,11,34
West Point Grey,2010,12,19
West Point Grey,2011,1,23
West Point Grey,2011,2,15
West Point Grey,2011,3,19
West Point Grey,2011,4,21
West Point Grey,2011,5,25
West Point Grey,2011,6,29
West Point Grey,2011,7,45
West Point Grey,2011,8,27
West Point Grey,2011,9,34
West Point Grey,2011,10,29
West Point Grey,2011,11,29
West Point Grey,2011,12,21
West Point Grey,2012,1,12
West Point Grey,2012,2,22
West Point Grey,2012,3,25
West Point Grey,2012,4,34
West Point Grey,2012,5,12
West Point Grey,2012,6,25
West Point Grey,2012,7,33
West Point Grey,2012,8,35
West Point Grey,2012,9,38
West Point Grey,2012,10,30
West Point Grey,2012,11,20
West Point Grey,2012,12,25
West Point Grey,2013,1,18
West Point Grey,2013,2,9
West Point Grey,2013,3,20
West Point Grey,2013,4,21
West Point Grey,2013,5,29
West Point Grey,2013,6,22
West Point Grey,2013,7,31
West Point Grey,2013,8,37
West Point Grey,2013,9,18
West Point Grey,2013,10,27
West Point Grey,2013,11,14
West Point Grey,2013,12,33
West Point Grey,2014,1,29
West Point Grey,2014,2,17
West Point Grey,2014,3,18
West Point Grey,2014,4,24
West Point Grey,2014,5,36
West Point Grey,2014,6,29
West Point Grey,2014,7,43
West Point Grey,2014,8,46
West Point Grey,2014,9,35
West Point Grey,2014,10,43
West Point Grey,2014,11,20
West Point Grey,2014,12,25
West Point Grey,2015,1,26
West Point Grey,2015,2,16
West Point Grey,2015,3,19
West Point Grey,2015,4,23
West Point Grey,2015,5,25
West Point Grey,2015,6,34
West Point Grey,2015,7,36
West Point Grey,2015,8,33
West Point Grey,2015,9,41
West Point Grey,2015,10,34
West Point Grey,2015,11,42
West Point Grey,2015,12,34
West Point Grey,2016,1,34
West Point Grey,2016,2,38
West Point Grey,2016,3,30
West Point Grey,2016,4,39
West Point Grey,2016,5,30
West Point Grey,2016,6,50
West Point Grey,2016,7,32
West Point Grey,2016,8,33
West Point Grey,2016,9,23
West Point Grey,2016,10,29
West Point Grey,2016,11,33
West Point Grey,2016,12,29
West Point Grey,2017,1,41
West Point Grey,2017,2,19
West Point Grey,2017,3,27
West Point Grey,2017,4,30
West Point Grey,2017,5,43
West Point Grey,2017,6,33
West Point Grey,2017,7,39
West Point Grey,2017,8,35
West Point Grey,2017,9,28
West Point Grey,2017,10,49
West Point Grey,2017,11,34
West Point Grey,2017,12,22
West Point Grey,2018,1,31
West Point Grey,2018,2,22
West Point Grey,2018,3,30
West Point Grey,2018,4,26
West Point Grey,2018,5,30
West Point Grey,2018,6,26
West Point Grey,2018,7,29
West Point Grey,2018,8,35
West Point Grey,2018,9,32
West Point Grey,2018,10,32
West Point Grey,2018,11,40
West Point Grey,2018,12,39
West Point Grey,2019,1,19
West Point Grey,2019,2,15
West Point Grey,2019,3,25
West Point Grey,2019,4,21
West Point Grey,2019,5,36
West Point Grey,2019,6,29
West Point Grey,2019,7,44
West Point Grey,2019,8,39
West Point Grey,2019,9,42
West Point Grey,2019,10,40
West Point Grey,2019,11,13
