neighbourhood,year,month,count
South Cambie,2004,12,28
South Cambie,2005,1,41
South Cambie,2005,2,41
South Cambie,2005,3,47
South Cambie,2005,4,33
South Cambie,2005,5,53
South Cambie,2005,6,27
South Cambie,2005,7,42
South Cambie,2005,8,34
South Cambie,2005,9,39
South Cambie,2005,10,31
South Cambie,2005,11,30
South Cambie,2005,12,34
South Cambie,2006,1,44
South Cambie,2006,2,28
South Cambie,2006,3,29
South Cambie,2006,4,27
South Cambie,2006,5,33
South Cambie,2006,6,25
South Cambie,2006,7,21
South Cambie,2006,8,24
South Cambie,2006,9,34
South Cambie,2006,10,21
South Cambie,2006,11,35
South Cambie,2006,12,27
South Cambie,2007,1,20
South Cambie,2007,2,22
South Cambie,2007,3,23
South Cambie,2007,4,17
South Cambie,2007,5,38
South Cambie,2007,6,19
South Cambie,2007,7,21
South Cambie,2007,8,32
South Cambie,2007,9,21
South Cambie,2007,10,22
South Cambie,2007,11,26
South Cambie,2007,12,24
South Cambie,2008,1,28
South Cambie,2008,2,17
South Cambie,2008,3,17
South Cambie,2008,4,31
South Cambie,2008,5,31
South Cambie,2008,6,18
South Cambie,2008,7,22
South Cambie,2008,8,20
South Cambie,2008,9,13
South Cambie,2008,10,22
South Cambie,2008,11,34
South Cambie,2008,12,13
South Cambie,2009,1,23
South Cambie,2009,2,23
South Cambie,2009,3,41
South Cambie,2009,4,21
South Cambie,2009,5,38
South Cambie,2009,6,34
South Cambie,2009,7,26
South Cambie,2009,8,21
South Cambie,2009,9,31
South Cambie,2009,10,29
South Cambie,2009,11,18
South Cambie,2009,12,19
South Cambie,2010,1,35
South Cambie,2010,2,12
South Cambie,2010,3,29
South Cambie,2010,4,20
South Cambie,2010,5,33
South Cambie,2010,6,27
South Cambie,2010,7,14
South Cambie,2010,8,22
South Cambie,2010,9,24
South Cambie,2010,10,40
South Cambie,2010,11,20
South Cambie,2010,12,18
South Cambie,2011,1,22
South Cambie,2011,2,26
South Cambie,2011,3,23
South Cambie,2011,4,19
South Cambie,2011,5,16
South Cambie,2011,6,29
South Cambie,2011,7,20
South Cambie,2011,8,30
South Cambie,2011,9,21
South Cambie,2011,10,16
South Cambie,2011,11,24
South Cambie,2011,12,28
South Cambie,2012,1,27
South Cambie,2012,2,19
South Cambie,2012,3,15
South Cambie,2012,4,34
South Cambie,2012,5,18
South Cambie,2012,6,18
South Cambie,2012,7,22
South Cambie,2012,8,29
South Cambie,2012,9,21
South Cambie,2012,10,34
South Cambie,2012,11,28
South Cambie,2012,12,34
South Cambie,2013,1,20
South Cambie,2013,2,21
South Cambie,2013,3,26
South Cambie,2013,4,22
South Cambie,2013,5,20
South Cambie,2013,6,21
South Cambie,2013,7,24
South Cambie,2013,8,14
South Cambie,2013,9,26
South Cambie,2013,10,16
South Cambie,2013,11,37
South Cambie,2013,12,26
South Cambie,2014,1,43
South Cambie,2014,2,32
South Cambie,2014,3,35
South Cambie,2014,4,24
South Cambie,2014,5,32
South Cambie,2014,6,36
South Cambie,2014,7,45
South Cambie,2014,8,37
South Cambie,2014,9,44
South Cambie,2014,10,46
South Cambie,2014,11,35
South Cambie,2014,12,26
South Cambie,2015,1,38
South Cambie,2015,2,31
South Cambie,2015,3,28
South Cambie,2015,4,29
South Cambie,2015,5,34
South Cambie,2015,6,24
South Cambie,2015,7,43
South Cambie,2015,8,41
South Cambie,2015,9,32
South Cambie,2015,10,32
South Cambie,2015,11,32
South Cambie,2015,12,50
South Cambie,2016,1,35
South Cambie,2016,2,31
South Cambie,2016,3,32
South Cambie,2016,4,27
South Cambie,2016,5,30
South Cambie,2016,6,33
South Cambie,2016,7,38
South Cambie,2016,8,39
South Cambie,2016,9,36
South Cambie,2016,10,35
South Cambie,2016,11,23
South Cambie,2016,12,15
South Cambie,2017,1,18
South Cambie,2017,2,29
South Cambie,2017,3,30
South Cambie,2017,4,28
South Cambie,2017,5,33
South Cambie,2017,6,35
South Cambie,2017,7,31
South Cambie,2017,8,26
South Cambie,2017,9,33
South Cambie,2017,10,37
South Cambie,2017,11,23
South Cambie,2017,12,26
South Cambie,2018,1,20
South Cambie,2018,2,30
South Cambie,2018,3,15
South Cambie,2018,4,24
South Cambie,2018,5,27
South Cambie,2018,6,25
South Cambie,2018,7,24
South Cambie,2018,8,18
South Cambie,2018,9,31
South Cambie,2018,10,24
South Cambie,2018,11,32
South Cambie,2018,12,22
South Cambie,2019,1,32
South Cambie,2019,2,32
South Cambie,2019,3,36
South Cambie,2019,4,26
South Cambie,2019,5,31
South Cambie,2019,6,32
South Cambie,2019,7,32
South Cambie,2019,8,45
South Cambie,2019,9,37
South Cambie,2019,10,50
South Cambie,2019,11,14
Strathcona,2003,1,159
Strathcona,2003,2,127
Strathcona,2003,3,137
Strathcona,2003,4,149
Strathcona,2003,5,169
Strathcona,2003,6,121
Strathcona,2003,7,138
Strathcona,2003,8,158
Strathcona,2003,9,186
Strathcona,2003,10,173
Strathcona,2003,11,154
Strathcona,2003,12,128
Strathcona,2004,1,117
Strathcona,2004,2,103
Strathcona,2004,3,150
Strathcona,2004,4,140
Strathcona,2004,5,129
Strathcona,2004,6,154
Strathcona,2004,7,156
Strathcona,2004,8,189
Strathcona,2004,9,193
Strathcona,2004,10,151
Strathcona,2004,11,149
Strathcona,2004,12,136
Strathcona,2005,1,140
Strathcona,2005,2,113
Strathcona,2005,3,121
Strathcona,2005,4,155
Strathcona,2005,5,184
Strathcona,2005,6,135
Strathcona,2005,7,164
Strathcona,2005,8,151
Strathcona,2005,9,136
Strathcona,2005,10,106
Strathcona,2005,11,130
Strathcona,2005,12,136
Strathcona,2006,1,102
Strathcona,2006,2,119
Strathcona,2006,3,115
Strathcona,2006,4,117
Strathcona,2006,5,145
Strathcona,2006,6,139
Strathcona,2006,7,139
Strathcona,2006,8,176
Strathcona,2006,9,122
Strathcona,2006,10,121
Strathcona,2006,11,100
Strathcona,2006,12,111
Strathcona,2007,1,97
Strathcona,2007,2,78
Strathcona,2007,3,120
Strathcona,2007,4,125
Strathcona,2007,5,142
Strathcona,2007,6,143
Strathcona,2007,7,171
Strathcona,2007,8,155
Strathcona,2007,9,114
Strathcona,2007,10,111
Strathcona,2007,11,119
Strathcona,2007,12,86
Strathcona,2008,1,88
Strathcona,2008,2,112
Strathcona,2008,3,96
Strathcona,2008,4,90
Strathcona,2008,5,135
Strathcona,2008,6,122
Strathcona,2008,7,124
Strathcona,2008,8,154
Strathcona,2008,9,134
Strathcona,2008,10,118
Strathcona,2008,11,110
Strathcona,2008,12,94
Strathcona,2009,1,120
Strathcona,2009,2,89
Strathcona,2009,3,89
Strathcona,2009,4,102
Strathcona,2009,5,95
Strathcona,2009,6,118
Strathcona,2009,7,134
Strathcona,2009,8,112
Strathcona,2009,9,101
Strathcona,2009,10,95
Strathcona,2009,11,86
Strathcona,2009,12,61
Strathcona,2010,1,65
Strathcona,2010,2,115
Strathcona,2010,3,69
Strathcona,2010,4,55
Strathcona,2010,5,112
Strathcona,2010,6,103
Strathcona,2010,7,98
Strathcona,2010,8,125
Strathcona,2010,9,98
Strathcona,2010,10,138
Strathcona,2010,11,81
Strathcona,2010,12,90
Strathcona,2011,1,82
Strathcona,2011,2,102
Strathcona,2011,3,84
Strathcona,2011,4,76
Strathcona,2011,5,68
Strathcona,2011,6,75
Strathcona,2011,7,90
Strathcona,2011,8,93
Strathcona,2011,9,123
Strathcona,2011,10,85
Strathcona,2011,11,116
Strathcona,2011,12,110
Strathcona,2012,1,103
Strathcona,2012,2,83
Strathcona,2012,3,92
Strathcona,2012,4,95
Strathcona,2012,5,121
Strathcona,2012,6,92
Strathcona,2012,7,101
Strathcona,2012,8,122
Strathcona,2012,9,104
Strathcona,2012,10,107
Strathcona,2012,11,126
Strathcona,2012,12,70
Strathcona,2013,1,74
Strathcona,2013,2,77
Strathcona,2013,3,91
Strathcona,2013,4,80
Strathcona,2013,5,99
Strathcona,2013,6,106
Strathcona,2013,7,106
Strathcona,2013,8,117
Strathcona,2013,9,104
Strathcona,2013,10,95
Strathcona,2013,11,91
Strathcona,2013,12,68
Strathcona,2014,1,95
Strathcona,2014,2,69
Strathcona,2014,3,93
Strathcona,2014,4,119
Strathcona,2014,5,118
Strathcona,2014,6,132
Strathcona,2014,7,149
Strathcona,2014,8,155
Strathcona,2014,9,160
Strathcona,2014,10,124
Strathcona,2014,11,129
Strathcona,2014,12,100
Strathcona,2015,1,115
Strathcona,2015,2,101
Strathcona,2015,3,121
Strathcona,2015,4,102
Strathcona,2015,5,116
Strathcona,2015,6,149
Strathcona,2015,7,154
Strathcona,2015,8,135
Strathcona,2015,9,131
Strathcona,2015,10,121
Strathcona,2015,11,142
Strathcona,2015,12,112
Strathcona,2016,1,158
Strathcona,2016,2,124
Strathcona,2016,3,142
Strathcona,2016,4,135
Strathcona,2016,5,143
Strathcona,2016,6,196
Strathcona,2016,7,169
Strathcona,2016,8,175
Strathcona,2016,9,171
Strathcona,2016,10,164
Strathcona,2016,11,128
Strathcona,2016,12,113
Strathcona,2017,1,77
Strathcona,2017,2,105
Strathcona,2017,3,169
Strathcona,2017,4,144
Strathcona,2017,5,138
Strathcona,2017,6,136
Strathcona,2017,7,126
Strathcona,2017,8,158
Strathcona,2017,9,156
Strathcona,2017,10,197
Strathcona,2017,11,199
Strathcona,2017,12,169
Strathcona,2018,1,178
Strathcona,2018,2,154
Strathcona,2018,3,136
Strathcona,2018,4,180
Strathcona,2018,5,149
Strathcona,2018,6,152
Strathcona,2018,7,160
Strathcona,2018,8,173
Strathcona,2018,9,171
Strathcona,2018,10,196
Strathcona,2018,11,192
Strathcona,2018,12,146
Strathcona,2019,1,162
Strathcona,2019,2,116
Strathcona,2019,3,127
Strathcona,2019,4,194
Strathcona,2019,5,149
Strathcona,2019,6,243
Strathcona,2019,7,232
Strathcona,2019,8,199
Strathcona,2019,9,210
Strathcona,2019,10,209
Strathcona,2019,11,87
Sunset,2003,1,137
Sunset,2003,2,125
Sunset,2003,3,140
Sunset,2003,4,184
Sunset,2003,5,198
Sunset,2003,6,157
Sunset,2003,7,142
Sunset,2003,8,163
Sunset,2003,9,139
Sunset,2003,10,182
Sunset,2003,11,177
Sunset,2003,12,169
Sunset,2004,1,141
Sunset,2004,2,192
Sunset,2004,3,184
Sunset,2004,4,97
Sunset,2004,5,162
Sunset,2004,6,138
Sunset,2004,7,115
Sunset,2004,8,156
Sunset,2004,9,154
Sunset,2004,10,178
Sunset,2004,11,167
Sunset,2004,12,142
Sunset,2005,1,156
Sunset,2005,2,122
Sunset,2005,3,153
Sunset,2005,4,133
Sunset,2005,5,141
Sunset,2005,6,149
Sunset,2005,7,131
Sunset,2005,8,122
Sunset,2005,9,138
Sunset,2005,10,156
Sunset,2005,11,162
Sunset,2005,12,133
Sunset,2006,1,174
Sunset,2006,2,127
Sunset,2006,3,178
Sunset,2006,4,136
Sunset,2006,5,159
Sunset,2006,6,161
Sunset,2006,7,149
Sunset,2006,8,116
Sunset,2006,9,111
Sunset,2006,10,131
Sunset,2006,11,108
Sunset,2006,12,112
Sunset,2007,1,130
Sunset,2007,2,117
Sunset,2007,3,104
Sunset,2007,4,93
Sunset,2007,5,120
Sunset,2007,6,122
Sunset,2007,7,131
Sunset,2007,8,137
Sunset,2007,9,130
Sunset,2007,10,105
Sunset,2007,11,103
Sunset,2007,12,99
Sunset,2008,1,103
Sunset,2008,2,126
Sunset,2008,3,100
Sunset,2008,4,103
Sunset,2008,5,85
Sunset,2008,6,98
Sunset,2008,7,100
Sunset,2008,8,79
Sunset,2008,9,67
Sunset,2008,10,82
Sunset,2008,11,94
Sunset,2008,12,68
Sunset,2009,1,84
Sunset,2009,2,89
Sunset,2009,3,77
Sunset,2009,4,91
Sunset,2009,5,85
Sunset,2009,6,104
Sunset,2009,7,64
Sunset,2009,8,105
Sunset,2009,9,72
Sunset,2009,10,92
Sunset,2009,11,95
Sunset,2009,12,102
Sunset,2010,1,104
Sunset,2010,2,63
Sunset,2010,3,74
Sunset,2010,4,83
Sunset,2010,5,95
Sunset,2010,6,101
Sunset,2010,7,76
Sunset,2010,8,85
Sunset,2010,9,113
Sunset,2010,10,110
Sunset,2010,11,86
Sunset,2010,12,65
Sunset,2011,1,64
Sunset,2011,2,58
Sunset,2011,3,58
Sunset,2011,4,86
Sunset,2011,5,66
Sunset,2011,6,60
Sunset,2011,7,78
Sunset,2011,8,73
Sunset,2011,9,68
Sunset,2011,10,80
Sunset,2011,11,50
Sunset,2011,12,71
Sunset,2012,1,59
Sunset,2012,2,65
Sunset,2012,3,80
Sunset,2012,4,86
Sunset,2012,5,73
Sunset,2012,6,80
Sunset,2012,7,78
Sunset,2012,8,93
Sunset,2012,9,70
Sunset,2012,10,86
Sunset,2012,11,104
Sunset,2012,12,108
Sunset,2013,1,74
Sunset,2013,2,76
Sunset,2013,3,85
Sunset,2013,4,81
Sunset,2013,5,70
Sunset,2013,6,67
Sunset,2013,7,59
Sunset,2013,8,66
Sunset,2013,9,68
Sunset,2013,10,82
Sunset,2013,11,63
Sunset,2013,12,70
Sunset,2014,1,74
Sunset,2014,2,45
Sunset,2014,3,76
Sunset,2014,4,71
Sunset,2014,5,81
Sunset,2014,6,64
Sunset,2014,7,68
Sunset,2014,8,76
Sunset,2014,9,62
Sunset,2014,10,66
Sunset,2014,11,61
Sunset,2014,12,73
Sunset,2015,1,55
Sunset,2015,2,51
Sunset,2015,3,66
Sunset,2015,4,86
Sunset,2015,5,65
Sunset,2015,6,65
Sunset,2015,7,74
Sunset,2015,8,67
Sunset,2015,9,71
Sunset,2015,10,77
Sunset,2015,11,82
Sunset,2015,12,67
Sunset,2016,1,80
Sunset,2016,2,76
Sunset,2016,3,85
Sunset,2016,4,86
Sunset,2016,5,90
Sunset,2016,6,75
Sunset,2016,7,93
Sunset,2016,8,92
Sunset,2016,9,65
Sunset,2016,10,89
Sunset,2016,11,71
Sunset,2016,12,83
Sunset,2017,1,55
Sunset,2017,2,52
Sunset,2017,3,76
Sunset,2017,4,79
Sunset,2017,5,64
Sunset,2017,6,56
Sunset,2017,7,66
Sunset,2017,8,69
Sunset,2017,9,79
Sunset,2017,10,84
Sunset,2017,11,76
Sunset,2017,12,79
Sunset,2018,1,87
Sunset,2018,2,66
Sunset,2018,3,79
Sunset,2018,4,90
Sunset,2018,5,100
Sunset,2018,6,78
Sunset,2018,7,93
Sunset,2018,8,74
Sunset,2018,9,58
Sunset,2018,10,72
Sunset,2018,11,73
Sunset,2018,12,97
Sunset,2019,1,102
Sunset,2019,2,62
Sunset,2019,3,68
Sunset,2019,4,115
Sunset,2019,5,93
Sunset,2019,6,97
Sunset,2019,7,83
Sunset,2019,8,86
Sunset,2019,9,91
Sunset,2019,10,74
Sunset,2019,11,22
Victoria-Fraserview,2003,1,91
Victoria-Fraserview,2003,2,86
Victoria-Fraserview,2003,3,86
Victoria-Fraserview,2003,4,107
Victoria-Fraserview,2003,5,97
Victoria-Fraserview,2003,6,95
Victoria-Fraserview,2003,7,63
Victoria-Fraserview,2003,8,86
Victoria-Fraserview,2003,9,77
Victoria-Fraserview,2003,10,82
Victoria-Fraserview,2003,11,103
Victoria-Fraserview,2003,12,126
Victoria-Fraserview,2004,1,90
Victoria-Fraserview,2004,2,83
Victoria-Fraserview,2004,3,110
Victoria-Fraserview,2004,4,139
Victoria-Fraserview,2004,5,119
Victoria-Fraserview,2004,6,102
Victoria-Fraserview,2004,7,79
Victoria-Fraserview,2004,8,94
Victoria-Fraserview,2004,9,99
Victoria-Fraserview,2004,10,116
Victoria-Fraserview,2004,11,122
Victoria-Fraserview,2004,12,111
Victoria-Fraserview,2005,1,105
Victoria-Fraserview,2005,2,110
Victoria-Fraserview,2005,3,98
Victoria-Fraserview,2005,4,79
Victoria-Fraserview,2005,5,85
Victoria-Fraserview,2005,6,89
Victoria-Fraserview,2005,7,92
Victoria-Fraserview,2005,8,89
Victoria-Fraserview,2005,9,126
Victoria-Fraserview,2005,10,101
Victoria-Fraserview,2005,11,83
Victoria-Fraserview,2005,12,90
Victoria-Fraserview,2006,1,104
Victoria-Fraserview,2006,2,86
Victoria-Fraserview,2006,3,105
Victoria-Fraserview,2006,4,66
Victoria-Fraserview,2006,5,78
Victoria-Fraserview,2006,6,52
Victoria-Fraserview,2006,7,69
Victoria-Fraserview,2006,8,57
Victoria-Fraserview,2006,9,57
Victoria-Fraserview,2006,10,74
Victoria-Fraserview,2006,11,83
Victoria-Fraserview,2006,12,77
Victoria-Fraserview,2007,1,76
Victoria-Fraserview,2007,2,40
Victoria-Fraserview,2007,3,43
Victoria-Fraserview,2007,4,50
Victoria-Fraserview,2007,5,54
Victoria-Fraserview,2007,6,69
Victoria-Fraserview,2007,7,68
Victoria-Fraserview,2007,8,70
Victoria-Fraserview,2007,9,46
Victoria-Fraserview,2007,10,55
Victoria-Fraserview,2007,11,56
Victoria-Fraserview,2007,12,46
Victoria-Fraserview,2008,1,66
Victoria-Fraserview,2008,2,41
Victoria-Fraserview,2008,3,58
Victoria-Fraserview,2008,4,57
Victoria-Fraserview,2008,5,49
Victoria-Fraserview,2008,6,62
Victoria-Fraserview,2008,7,44
Victoria-Fraserview,2008,8,48
Victoria-Fraserview,2008,9,39
Victoria-Fraserview,2008,10,53
Victoria-Fraserview,2008,11,60
Victoria-Fraserview,2008,12,41
Victoria-Fraserview,2009,1,55
Victoria-Fraserview,2009,2,53
Victoria-Fraserview,2009,3,46
Victoria-Fraserview,2009,4,54
Victoria-Fraserview,2009,5,46
Victoria-Fraserview,2009,6,36
Victoria-Fraserview,2009,7,66
Victoria-Fraserview,2009,8,45
Victoria-Fraserview,2009,9,51
Victoria-Fraserview,2009,10,56
Victoria-Fraserview,2009,11,64
Victoria-Fraserview,2009,12,50
Victoria-Fraserview,2010,1,57
Victoria-Fraserview,2010,2,45
Victoria-Fraserview,2010,3,47
Victoria-Fraserview,2010,4,47
Victoria-Fraserview,2010,5,35
Victoria-Fraserview,2010,6,45
Victoria-Fraserview,2010,7,52
Victoria-Fraserview,2010,8,48
Victoria-Fraserview,2010,9,53
Victoria-Fraserview,2010,10,62
Victoria-Fraserview,2010,11,65
Victoria-Fraserview,2010,12,47
Victoria-Fraserview,2011,1,90
Victoria-Fraserview,2011,2,63
Victoria-Fraserview,2011,3,46
Victoria-Fraserview,2011,4,40
Victoria-Fraserview,2011,5,37
Victoria-Fraserview,2011,6,68
Victoria-Fraserview,2011,7,45
Victoria-Fraserview,2011,8,47
Victoria-Fraserview,2011,9,57
Victoria-Fraserview,2011,10,60
Victoria-Fraserview,2011,11,53
Victoria-Fraserview,2011,12,51
Victoria-Fraserview,2012,1,60
Victoria-Fraserview,2012,2,42
Victoria-Fraserview,2012,3,49
Victoria-Fraserview,2012,4,45
Victoria-Fraserview,2012,5,35
Victoria-Fraserview,2012,6,47
Victoria-Fraserview,2012,7,52
Victoria-Fraserview,2012,8,44
Victoria-Fraserview,2012,9,50
Victoria-Fraserview,2012,10,48
Victoria-Fraserview,2012,11,42
Victoria-Fraserview,2012,12,42
Victoria-Fraserview,2013,1,41
Victoria-Fraserview,2013,2,52
Victoria-Fraserview,2013,3,57
Victoria-Fraserview,2013,4,40
Victoria-Fraserview,2013,5,64
Victoria-Fraserview,2013,6,47
Victoria-Fraserview,2013,7,29
Victoria-Fraserview,2013,8,37
Victoria-Fraserview,2013,9,42
Victoria-Fraserview,2013,10,54
Victoria-Fraserview,2013,11,45
Victoria-Fraserview,2013,12,41
Victoria-Fraserview,2014,1,47
Victoria-Fraserview,2014,2,45
Victoria-Fraserview,2014,3,61
Victoria-Fraserview,2014,4,50
Victoria-Fraserview,2014,5,63
Victoria-Fraserview,2014,6,45
Victoria-Fraserview,2014,7,50
Victoria-Fraserview,2014,8,51
Victoria-Fraserview,2014,9,48
Victoria-Fraserview,2014,10,51
Victoria-Fraserview,2014,11,44
Victoria-Fraserview,2014,12,53
Victoria-Fraserview,2015,1,54
Victoria-Fraserview,2015,2,37
Victoria-Fraserview,2015,3,55
Victoria-Fraserview,2015,4,43
Victoria-Fraserview,2015,5,29
Victoria-Fraserview,2015,6,43
Victoria-Fraserview,2015,7,45
Victoria-Fraserview,2015,8,45
Victoria-Fraserview,2015,9,48
Victoria-Fraserview,2015,10,56
Victoria-Fraserview,2015,11,65
Victoria-Fraserview,2015,12,71
Victoria-Fraserview,2016,1,44
Victoria-Fraserview,2016,2,35
Victoria-Fraserview,2016,3,47
Victoria-Fraserview,2016,4,43
Victoria-Fraserview,2016,5,42
Victoria-Fraserview,2016,6,44
Victoria-Fraserview,2016,7,49
Victoria-Fraserview,2016,8,66
Victoria-Fraserview,2016,9,54
Victoria-Fraserview,2016,10,72
Victoria-Fraserview,2016,11,63
Victoria-Fraserview,2016,12,42
Victoria-Fraserview,2017,1,45
Victoria-Fraserview,2017,2,44
Victoria-Fraserview,2017,3,55
Victoria-Fraserview,2017,4,55
Victoria-Fraserview,2017,5,55
Victoria-Fraserview,2017,6,50
Victoria-Fraserview,2017,7,63
Victoria-Fraserview,2017,8,49
Victoria-Fraserview,2017,9,75
Victoria-Fraserview,2017,10,68
Victoria-Fraserview,2017,11,63
Victoria-Fraserview,2017,12,62
Victoria-Fraserview,2018,1,48
Victoria-Fraserview,2018,2,38
Victoria-Fraserview,2018,3,63
Victoria-Fraserview,2018,4,63
Victoria-Fraserview,2018,5,40
Victoria-Fraserview,2018,6,60
Victoria-Fraserview,2018,7,51
Victoria-Fraserview,2018,8,52
Victoria-Fraserview,2018,9,43
Victoria-Fraserview,2018,10,34
Victoria-Fraserview,2018,11,52
Victoria-Fraserview,2018,12,56
Victoria-Fraserview,2019,1,44
Victoria-Fraserview,2019,2,43
Victoria-Fraserview,2019,3,49
Victoria-Fraserview,2019,4,61
Victoria-Fraserview,2019,5,58
Victoria-Fraserview,2019,6,63
Victoria-Fraserview,2019,7,53
Victoria-Fraserview,2019,8,42
Victoria-Fraserview,2019,9,62
Victoria-Fraserview,2019,10,36
Victoria-Fraserview,2019,11,19
West End,2003,1,445
West End,2003,2,359
West End,2003,3,436
West End,2003,4,426
West End,2003,5,429
West End,2003,6,427
West End,2003,7,433
West End,2003,8,426
West End,2003,9,347
West End,2003,10,397
West End,2003,11,334
West End,2003,12,314
West End,2004,1,376
West End,2004,2,262
West End,2004,3,299
West End,2004,4,386
West End,2004,5,391
West End,2004,6,381
West End,2004,7,354
West End,2004,8,394
West End,2004,9,359
West End,2004,10,327
West End,2004,11,281
West End,2004,12,311
West End,2005,1,255
West End,2005,2,238
West End,2005,3,306
West End,2005,4,266
West End,2005,5,346
West End,2005,6,310
West End,2005,7,275
West End,2005,8,273
West End,2005,9,265
West End,2005,10,276
West End,2005,11,228
West End,2005,12,269
West End,2006,1,320
West End,2006,2,228
West End,2006,3,217
West End,2006,4,238
West End,2006,5,273
West End,2006,6,309
West End,2006,7,325
West End,2006,8,282
West End,2006,9,296
West End,2006,10,266
West End,2006,11,262
West End,2006,12,303
West End,2007,1,313
West End,2007,2,210
West End,2007,3,274
West End,2007,4,282
West End,2007,5,265
West End,2007,6,234
West End,2007,7,253
West End,2007,8,310
West End,2007,9,222
West End,2007,10,218
West End,2007,11,234
West End,2007,12,197
West End,2008,1,220
West End,2008,2,284
West End,2008,3,299
West End,2008,4,276
West End,2008,5,266
West End,2008,6,241
West End,2008,7,232
West End,2008,8,249
West End,2008,9,207
West End,2008,10,236
West End,2008,11,252
West End,2008,12,234
West End,2009,1,202
West End,2009,2,213
West End,2009,3,160
West End,2009,4,192
West End,2009,5,218
West End,2009,6,174
West End,2009,7,227
West End,2009,8,214
West End,2009,9,183
West End,2009,10,214
West End,2009,11,180
West End,2009,12,206
West End,2010,1,200
West End,2010,2,164
West End,2010,3,210
West End,2010,4,167
West End,2010,5,167
West End,2010,6,165
West End,2010,7,176
West End,2010,8,231
West End,2010,9,201
West End,2010,10,197
West End,2010,11,135
West End,2010,12,129
West End,2011,1,107
West End,2011,2,135
West End,2011,3,160
West End,2011,4,138
West End,2011,5,150
West End,2011,6,189
West End,2011,7,278
West End,2011,8,207
West End,2011,9,170
West End,2011,10,122
West End,2011,11,146
West End,2011,12,133
West End,2012,1,160
West End,2012,2,150
West End,2012,3,155
West End,2012,4,153
West End,2012,5,162
West End,2012,6,152
West End,2012,7,154
West End,2012,8,200
West End,2012,9,148
West End,2012,10,147
West End,2012,11,166
West End,2012,12,146
West End,2013,1,118
West End,2013,2,123
West End,2013,3,164
West End,2013,4,152
West End,2013,5,199
West End,2013,6,212
West End,2013,7,201
West End,2013,8,198
West End,2013,9,194
West End,2013,10,193
West End,2013,11,142
West End,2013,12,192
West End,2014,1,163
West End,2014,2,136
West End,2014,3,161
West End,2014,4,165
West End,2014,5,181
West End,2014,6,200
West End,2014,7,250
West End,2014,8,252
West End,2014,9,291
West End,2014,10,257
West End,2014,11,170
West End,2014,12,189
West End,2015,1,205
West End,2015,2,197
West End,2015,3,175
West End,2015,4,196
West End,2015,5,189
West End,2015,6,227
West End,2015,7,252
West End,2015,8,227
West End,2015,9,213
West End,2015,10,253
West End,2015,11,209
West End,2015,12,235
West End,2016,1,292
West End,2016,2,194
West End,2016,3,265
West End,2016,4,248
West End,2016,5,280
West End,2016,6,298
West End,2016,7,333
West End,2016,8,265
West End,2016,9,253
West End,2016,10,231
West End,2016,11,199
West End,2016,12,177
West End,2017,1,188
West End,2017,2,158
West End,2017,3,226
West End,2017,4,253
West End,2017,5,238
West End,2017,6,217
West End,2017,7,262
West End,2017,8,281
West End,2017,9,257
West End,2017,10,271
West End,2017,11,250
West End,2017,12,229
West End,2018,1,275
West End,2018,2,209
West End,2018,3,271
West End,2018,4,230
West End,2018,5,206
West End,2018,6,200
West End,2018,7,215
West End,2018,8,254
West End,2018,9,278
West End,2018,10,275
West End,2018,11,278
West End,2018,12,340
West End,2019,1,312
West End,2019,2,222
West End,2019,3,237
West End,2019,4,225
West End,2019,5,291
West End,2019,6,230
West End,2019,7,307
West End,2019,8,329
West End,2019,9,314
West End,2019,10,284
West End,2019,11,113
West Point Grey,2003,1,56
West Point Grey,2003,2,26
West Point Grey,2003,3,36
West Point Grey,2003,4,45
West Point Grey,2003,5,62
West Point Grey,2003,6,64
West Point Grey,2003,7,57
West Point Grey,2003,8,31
West Point Grey,2003,9,45
West Point Grey,2003,10,52
West Point Grey,2003,11,35
West Point Grey,2003,12,43
West Point Grey,2004,1,56
West Point Grey,2004,2,50
West Point Grey,2004,3,50
West Point Grey,2004,4,45
West Point Grey,2004,5,50
West Point Grey,2004,6,42
West Point Grey,2004,7,49
West Point Grey,2004,8,53
West Point Grey,2004,9,70
West Point Grey,2004,10,62
West Point Grey,2004,11,71
West Point Grey,2004,12,53
West Point Grey,2005,1,69
West Point Grey,2005,2,41
West Point Grey,2005,3,64
West Point Grey,2005,4,80
West Point Grey,2005,5,56
West Point Grey,2005,6,45
West Point Grey,2005,7,38
West Point Grey,2005,8,53
West Point Grey,2005,9,47
West Point Grey,2005,10,46
West Point Grey,2005,11,36
West Point Grey,2005,12,41
West Point Grey,2006,1,36
West Point Grey,2006,2,36
West Point Grey,2006,3,46
West Point Grey,2006,4,31
West Point Grey,2006,5,28
West Point Grey,2006,6,37
West Point Grey,2006,7,45
West Point Grey,2006,8,49
West Point Grey,2006,9,42
West Point Grey,2006,10,41
West Point Grey,2006,11,30
West Point Grey,2006,12,37
West Point Grey,2007,1,28
West Point Grey,2007,2,28
West Point Grey,2007,3,45
West Point Grey,2007,4,27
West Point Grey,2007,5,40
West Point Grey,2007,6,32
West Point Grey,2007,7,24
West Point Grey,2007,8,34
West Point Grey,2007,9,39
West Point Grey,2007,10,23
West Point Grey,2007,11,26
West Point Grey,2007,12,23
West Point Grey,2008,1,27
West Point Grey,2008,2,15
West Point Grey,2008,3,16
