X,Y
489973.946173,5456460.28713
489941.145269,5450266.49526
490022.326686,5456871.173140001
490077.494862,5456759.93207
490632.126638,5459642.57231
490632.30081899994,5459642.39562
490625.72972700006,5459708.45116
490274.552864,5459444.24228
490288.387282,5459430.678069999
489744.19763500005,5458883.782930001
489744.19763500005,5458883.782930001
489744.19763500005,5458883.782930001
494738.8903,5457226.10523
494668.37251300004,5456619.3642
494703.93792,5458724.738919999
494703.93792,5458724.738919999
490319.224693,5459538.90281
490319.224693,5459538.90281
490386.355663,5459483.22617
490763.323454,5457654.688569999
490343.237435,5458068.915440001
490413.64725299994,5458000.533890001
489999.96090299997,5457483.8372599995
490004.7375,5457480.74037
490004.7375,5457480.74037
490195.52283800003,5457680.18066
490200.50955200003,5457674.37682
490430.29836300004,5459582.30748
490440.95501499996,5459584.59847
490441.610033,5459583.9461
490446.46839399997,5459579.10645
494673.774374,5458224.41656
494267.89718699997,5457563.44429
494267.89718699997,5457563.44429
489883.138343,5457448.66417
489746.863753,5454352.43471
489801.774317,5457352.95373
489820.746913,5457343.30517
489820.746913,5457343.30517
489633.45695200004,5451858.9249
489756.390882,5451853.9471
489756.390882,5451853.9471
489756.390882,5451853.9471
489756.390882,5451853.9471
489890.412821,5457052.36823
489803.82568500005,5456961.0996900005
489813.88866000006,5456969.986169999
489868.59647,5456959.38038
489869.33377200004,5456959.403030001
489769.17830699997,5456868.68789
489775.951761,5456877.65587
490529.305505,5459746.95297
490395.721919,5459773.34786
490395.721919,5459773.34786
488890.373492,5457602.7492
488890.373492,5457602.7492
488900.750909,5457648.92626
490598.52197600005,5459866.26395
489775.50646199996,5459146.27831
489775.50646199996,5459146.27831
492047.37291800004,5457636.40984
494927.916762,5457487.05233
494937.38073699997,5457503.2726
489238.82354799996,5457584.5527099995
489834.551105,5459246.88819
489871.119718,5459223.30475
494832.76811899996,5456932.75094
494832.76811899996,5456932.75094
494785.679972,5456626.885290001
494873.6507,5456625.66771
494879.93416199996,5456625.5806
494731.99190900003,5458733.17286
494792.088124,5458622.90917
494792.088124,5458622.90917
494845.750339,5458621.95422
494754.3993,5458514.20595
494744.23038500006,5458835.09753
494775.58504300006,5458825.38579
494800.899216,5458834.07416
490419.58396099997,5457877.15775
490299.28059499996,5458037.73107
490352.71967799996,5457942.98987
490124.95457,5457766.16945
494813.650346,5455022.62989
492705.787837,5457612.21858
492705.787837,5457612.21858
490043.011091,5459502.92527
490092.81945,5459451.9609
492385.028833,5457533.68443
492386.21839700005,5457585.02527
492386.21839700005,5457585.02527
494759.86838999996,5458934.0954
494772.25736899994,5458990.68688
492478.43428100005,5457602.1552
492527.06586800003,5457535.777480001
492527.06586800003,5457535.777480001
492527.06586800003,5457535.777480001
492527.06586800003,5457535.777480001
496779.7007229999,5457509.78649
496779.732946,5457512.7122599995
490361.087291,5459651.46505
490361.087291,5459651.46505
490361.087291,5459651.46505
490361.087291,5459651.46505
490361.087291,5459651.46505
490361.087291,5459651.46505
490362.934038,5459649.60174
494629.06476700003,5450911.94176
489585.28665799997,5456462.1456
489590.606849,5457349.94066
489498.108554,5453663.15049
489628.910114,5457257.91137
489711.599209,5457057.19151
489711.599209,5457057.19151
489297.671334,5450398.520330001
489360.003734,5450354.26835
489655.39708900003,5456964.86886
489627.80108999996,5456778.99254
489704.435854,5456776.49868
489688.205784,5458137.91154
489688.205784,5458137.91154
488728.224932,5457661.24418
494919.753636,5458319.51248
489625.61399600003,5459220.6058
489650.24052399996,5459342.81834
498273.057487,5457353.92
489417.147076,5457485.10181
489417.262284,5457487.037330001
494926.75472799997,5457409.89105
494935.911308,5457379.156909999
489904.77644,5459485.40948
489904.77644,5459485.40948
491985.418835,5457397.39663
489246.957448,5457547.03785
489773.76109399996,5459320.38814
494995.917725,5456512.04802
494895.64199499995,5454156.420940001
494993.31526400003,5458718.659990001
494993.31526400003,5458718.659990001
494991.388462,5458518.2460199995
495038.79857399996,5457611.997769999
490103.515242,5459765.9554
489994.10236400005,5459565.78629
489793.763528,5459440.36201
489815.62683100003,5459418.9965699995
489824.046776,5459410.76894
489849.27735200006,5459398.89819
494890.322663,5459021.1374699995
494909.466938,5459016.71185
490235.88183800003,5459776.85887
490235.88183800003,5459776.85887
490236.62602100003,5459788.88775
490236.62602100003,5459788.88775
495210.62329799996,5457401.21285
489459.834914,5456265.3704699995
489459.834914,5456265.3704699995
489432.687637,5457452.01905
489419.42240200005,5456775.91317
490277.20197700005,5459988.08925
489960.202071,5459754.86971
489961.51737200003,5459740.75667
489961.51737200003,5459740.75667
494926.547378,5457277.57247
489792.84257299994,5459611.28013
489792.84257299994,5459611.28013
491844.971569,5457336.67816
491875.10206400004,5457294.4062
491875.10206400004,5457294.4062
495091.891771,5456415.442430001
495077.00998100004,5458717.65213
495077.00998100004,5458717.65213
495077.00998100004,5458717.65213
495103.69771599997,5458726.3415
495115.794371,5458726.13491
495115.794371,5458726.13491
495115.794371,5458726.13491
495115.794371,5458726.13491
495132.593923,5458617.59483
487757.884875,5457494.0067
489847.990282,5459698.78051
495185.06940100004,5458106.74596
495158.675521,5459091.31411
492522.26751700003,5457353.5056
496786.334087,5457292.75923
490069.95691899996,5459951.9126699995
491610.021789,5457429.348780001
495090.427728,5455670.49108
489401.37957399996,5457551.1848
489156.345462,5451859.22154
489268.925806,5457651.26065
489270.147742,5457651.23003
489270.147742,5457651.23003
489309.42774099996,5457650.24477
489309.951347,5457650.2314
489344.779742,5457649.35804
489344.779742,5457649.35804
490036.107078,5460142.32931
490087.242253,5460077.5535699995
490087.242253,5460077.5535699995
489841.280437,5459872.41973
489841.280437,5459872.41973
494925.576438,5457175.421630001
494925.576438,5457175.421630001
494925.652346,5457180.80655
494935.405069,5457224.04255
494935.405069,5457224.04255
489682.20595200005,5459720.75067
489097.413425,5457765.31664
489231.8024,5457328.8771
495305.338475,5456313.759430001
495213.42327200004,5453866.63889
495216.59402200003,5456620.94094
495270.31984899996,5458723.47556
494074.706249,5457339.57131
495276.92909799994,5458918.44901
495256.838771,5458115.22599
495256.838771,5458115.22599
495318.408136,5459127.40603
490015.666821,5459994.043219999
492854.97150200006,5457216.18487
492854.97150200006,5457216.18487
487903.206506,5457312.11754
495262.777559,5459026.1323
489200.303129,5457269.7658400005
489216.184449,5457260.21825
489216.184449,5457260.21825
489219.263407,5457260.140240001
489139.749413,5456896.13758
490145.147245,5460130.64783
491771.81119700003,5457213.62438
492432.84351000004,5458637.33725
492338.248266,5456696.13019
492385.36005200003,5458872.4547
492271.33107700007,5459048.02161
492754.62577600003,5459048.155069999
492083.737615,5457657.17671
491205.657615,5457905.28036
493073.51461499993,5459006.39238
493073.51461499993,5459006.39238
493073.56521400006,5459008.2610599995
492581.12198999996,5456485.1704
492567.908419,5456183.2385
492611.424208,5456083.212309999
492552.185612,5457497.6931300005
492638.343072,5457374.11718
492473.29936400003,5453835.76657
492595.374012,5453359.29238
492527.42050600005,5456974.50727
492527.42050600005,5456974.50727
492539.02948800003,5456974.1796
492523.27190600004,5456874.93953
492518.20198,5456689.34522
492518.20198,5456689.34522
492521.257091,5456698.36977
492521.257091,5456698.36977
492541.244871,5456688.38406
492572.064901,5456696.25086
492612.17632299993,5456694.57803
492574.960137,5458852.88416
492636.18160600006,5458736.59225
492688.956607,5458743.98426
492708.13053699996,5458743.34515
492595.392849,5458640.481430001
492615.991833,5458639.685740001
492636.590811,5458638.89006
492641.39070299995,5458629.55287
492677.78877399996,5458637.298690001
492677.78877399996,5458637.298690001
492115.799258,5458573.67079
492121.80110100005,5458572.30164
492121.80110100005,5458572.30164
492122.644059,5458572.109619999
492123.00146999996,5458572.0278199995
492635.67174799996,5458533.4983
492710.437172,5458526.65154
492710.437172,5458526.65154
492611.25403400004,5458146.479780001
492617.21221499995,5458155.43068
492709.825993,5458143.20142
492576.37447299995,5458952.488030001
492697.018465,5458939.74834
492697.018465,5458939.74834
492697.076173,5458939.74702
491705.855896,5458332.02356
491530.03574799997,5458271.17397
492577.84915100003,5457602.22126
492662.244233,5457578.3208099995
495237.319834,5458933.971940001
495238.034916,5459006.49616
492174.722337,5456604.88706
492084.005641,5457404.45029
492123.26109,5457403.5547
492197.84644799994,5457401.853130001
492229.248039,5457401.13293
492048.738283,5457293.1243199995
492048.738283,5457293.1243199995
492186.508152,5457289.50234
492186.508152,5457289.50234
492190.444435,5457289.39885
492190.444435,5457289.39885
492198.316999,5457289.191880001
492030.441863,5453401.10474
492102.36751199997,5452559.96672
492102.36751199997,5452559.96672
492102.36751199997,5452559.96672
492213.05646899994,5457096.09654
492046.34770200006,5456997.14592
492131.77473299997,5456895.14966
492076.05976599996,5456714.826219999
492164.283605,5456701.934169999
492164.283605,5456701.934169999
492213.90582700004,5456699.830680001
492206.33754499996,5458916.1750300005
491773.944775,5458495.49851
491886.33506,5458401.37573
492031.984512,5458862.92439
492107.390113,5458835.14154
492107.610339,5458835.075209999
492113.47737399995,5458842.85965
492113.55062,5458842.83752
492113.55062,5458842.83752
492124.661671,5458829.94838
492127.454241,5458829.108580001
492127.454241,5458829.108580001
492127.454241,5458829.108580001
492134.20325200004,5458836.627859999
492159.2048,5458819.56205
492182.563626,5458822.08701
492190.29361099994,5458810.21436
492193.60056899994,5458809.219819999
492033.09307299997,5450462.02599
492112.503154,5458719.23412
492112.503154,5458719.23412
492136.268997,5458722.2458
492140.542148,5458721.083459999
492201.32169300003,5459032.166180001
492202.98474600003,5459031.72206
492202.98474600003,5459031.72206
492231.952834,5459033.45051
492231.952834,5459033.45051
492231.95283599995,5459033.45051
492231.95283599995,5459033.45051
492233.521251,5459023.56697
494363.67881300004,5457087.30605
492033.158547,5457172.70489
489573.90368999995,5459816.13719
489605.41082600004,5459783.94174
495411.04147299996,5459114.31906
494088.983237,5457116.20347
487753.131034,5457299.78304
492665.003286,5457164.53991
489625.96997,5459918.96397
489504.83824300003,5459743.08667
495331.616854,5455381.98305
495453.61702600005,5459025.20263
488932.14006999996,5456682.59664
489018.74644099997,5457570.554409999
489020.488689,5457570.5069
488879.910617,5453545.094330001
488734.59722299996,5453340.54216
488734.59722299996,5453340.54216
488907.80881499994,5457277.025669999
488997.643834,5457274.82996
488983.241473,5457085.35355
489025.9658,5456889.82256
488884.936272,5456799.709009999
488884.936272,5456799.709009999
488884.936272,5456799.709009999
495375.017045,5459139.79353
486483.198261,5457216.56689
494922.163174,5456962.0175
495565.71055600006,5459122.92693
495494.21198599995,5455585.88677
489922.397382,5457106.294919999
488728.794346,5456489.90125
488808.0,5457572.0
488650.413433,5452822.59545
488769.792012,5457280.449990001
488779.28318900004,5457280.213819999
488867.35922299995,5457268.875630001
488799.660785,5457080.58436
488785.26666400005,5456793.3212
488795.403649,5456802.1869
495606.700176,5459478.85222
491656.68272299995,5456919.97441
494358.516384,5456848.99703
492031.684266,5456960.78995
492031.684266,5456960.78995
494929.48048599996,5456835.93823
494930.008161,5456874.802209999
495516.798314,5454394.661
495516.798314,5454394.661
495724.711721,5458710.20743
495751.574046,5458710.124559999
495765.005204,5458710.08313
489920.519579,5457015.67194
489930.325847,5457040.90551
495605.51856899995,5454455.434669999
488548.330321,5456641.44275
495660.535527,5459526.7353
495761.706964,5459223.50202
489569.400908,5457062.83174
493797.39266199997,5456902.35774
493239.956725,5456938.91779
493239.98031,5456936.99698
488590.02486199996,5457483.69265
488659.703458,5457481.91798
488471.82164700003,5453555.33375
488480.51987799996,5453555.13981
488591.34454099997,5457275.66849
488625.97545200004,5457274.82805
488692.09404799994,5457282.36986
488582.821797,5456993.745080001
498269.625018,5456841.19343
491638.249013,5456898.622280001
491656.06403999997,5456874.17076
491656.069488,5456874.61396
495828.730641,5459313.730719999
495752.758249,5454472.97291
489918.28758299997,5456928.872880001
489918.66085100005,5456943.76841
491286.67637700005,5456840.11126
495829.423829,5454298.05485
495893.39534,5454253.61271
492646.62755200005,5456831.063019999
489056.39338,5456955.160080001
495826.69115100004,5459213.72723
495803.67854399997,5458490.043769999
488453.35761400004,5457487.27089
488310.04432399996,5453755.658009999
488310.04432399996,5453755.658009999
488461.355467,5457280.37038
493371.66828999994,5456664.56049
493371.66828999994,5456664.56049
488239.584775,5457787.0435
488361.231566,5457774.8288199995
495975.307561,5457402.6038
495898.254834,5456589.76354
496000.05104700004,5456580.79321
489925.379955,5456847.255369999
490094.72607200005,5456838.46705
489053.74995900004,5456863.53826
493653.58658199996,5456713.804219999
493013.332439,5456704.9697
492506.00464799994,5456757.8573
490619.406925,5456769.56217
487892.132328,5456835.15503
495208.857287,5456624.32109
488343.238054,5456814.76026
489397.52256899996,5456697.466569999
496117.733686,5459328.3334800005
493371.026607,5456610.58154
493371.026607,5456610.58154
494916.924524,5456593.62386
496071.080221,5458709.23786
496098.966534,5458718.3034
496137.249066,5458709.05156
489914.299246,5456760.411180001
489924.415301,5456683.47024
496094.903021,5454122.759
496115.84922200005,5454096.9727
492642.360996,5456638.82054
492656.588044,5456597.258769999
496158.940605,5459549.213880001
495887.11145799997,5456593.122930001
496138.89767399995,5456546.44921
489560.15552,5456747.89068
492707.758993,5456674.90305
491927.469737,5456580.34736
486469.75999799994,5456738.8793
488872.913735,5456607.339
488873.951145,5456655.44438
488874.15317,5456664.807159999
491449.613267,5456583.23225
491449.613267,5456583.23225
494924.684029,5456494.702190001
488808.63607799995,5456631.00634
496037.691244,5452452.51321
496081.44837,5451793.6942300005
496392.109997,5456794.925419999
496295.56550799997,5458708.61039
496366.94512600004,5458717.5577
490098.736378,5456634.60444
495489.210252,5456442.24119
489038.085391,5456596.94979
487978.578796,5452715.2037
496381.685659,5459210.8641
496768.7814810001,5456385.0983
497554.618316,5456431.24434
497554.618316,5456431.24434
497554.618316,5456431.24434
497554.618316,5456431.24434
497554.618316,5456431.24434
497554.618316,5456431.24434
494913.808483,5456352.41339
496403.632709,5454021.38995
496446.08185600006,5456225.14556
496447.804613,5456225.092130001
496537.51888900006,5456578.6085
496500.19471,5458717.13569
496507.23597299994,5458707.9677800005
496510.89168100007,5458707.95551
496510.97085200006,5458707.95517
496593.16900200007,5458716.8218
496219.318985,5450375.6476300005
496509.79517600004,5453820.30008
492636.073517,5456443.86789
493003.48486,5456372.64542
487865.404591,5456819.04641
491623.120905,5456372.24495
491623.66131000005,5456399.68733
491636.2048,5456319.37792
491636.2048,5456319.37792
496590.751904,5457399.75614
496590.751904,5457399.75614
496655.93693699996,5456785.46325
496773.814413,5458716.78372
496453.051809,5450367.3974
496751.091808,5456164.25381
492638.341992,5456367.98527
487681.499321,5457302.0617
487630.56220299995,5456832.921490001
491626.73806199996,5456290.0201
496964.31244899996,5455312.67759
496958.03165799996,5456891.239
489901.30206499994,5456272.67547
489910.445899,5456317.6067
489910.445983,5456253.59888
496752.603875,5454015.112290001
496574.577888,5456082.31905
496853.57058500004,5453699.07756
490957.312663,5456291.1364400005
492637.671461,5456237.86047
496398.415175,5456075.31838
487499.44374399993,5457315.3089
487486.99497799994,5456829.29093
492412.96378199995,5456986.86996
492412.96378199995,5456986.86996
492412.96378199995,5456986.86996
492451.46377,5458847.32492
495230.724842,5459097.12474
492342.136375,5457389.0362599995
492336.85466400004,5457083.53787
492373.889864,5458875.93015
492321.89045500004,5458671.30118
492387.035404,5458991.66105
492247.24871899997,5458986.51924
492248.85856400005,5458992.68154
492250.51608800003,5458999.02634
492251.07654700003,5459001.17175
492253.68810100004,5459011.168430001
492869.81886899995,5459044.70248
491241.957646,5458008.93424
491275.08322,5457982.12925
491275.08322,5457982.12925
491602.657716,5459485.019719999
491602.657716,5459485.019719999
491602.657716,5459485.019719999
492562.267237,5458895.7981199995
492563.56218599994,5458937.22776
491137.725608,5457954.44607
492653.033441,5456583.20465
492675.77571400005,5456591.8107199995
492732.64657,5456391.03724
492799.6963770001,5456289.15629
492753.27413999994,5456188.27574
492753.27413999994,5456188.27574
492712.30357299995,5456081.0315
492774.538158,5456088.8223
492734.48832700006,5457446.51731
492678.99869399995,5454397.7948
492793.526395,5457067.703290001
492677.537017,5456879.38095
492764.389207,5458432.62321
492779.72659300006,5458423.132
492785.70573199994,5458432.143630001
492803.77296499995,5458431.73726
492803.77296499995,5458431.73726
492832.100035,5458431.1004
492843.52088500006,5458430.84322
492919.40327,5458429.13643
492935.584417,5458419.62636
492849.382462,5458739.4619
492849.382482,5458739.46188
492639.629435,5450477.46131
492801.009496,5458632.97045
492805.322339,5458623.69172
492824.520575,5458623.10926
491833.56717700005,5459286.87514
